Channel;Company;Category;Subcategory;Year;Month;U;$
Online;Prestige Cosmeticos;Skincare;Tonics/astringent;2023;Dec;19;3314
Online;Prestige Cosmeticos;Skincare;BC Firming;2023;Aug;53;26495
Online;Prestige Cosmeticos;Skincare;BC Firming;2023;Oct;62;29546
Online;Prestige Cosmeticos;Skincare;BC Reductive;2023;Jun;25;10637
Online;Prestige Cosmeticos;Skincare;BC Hands;2023;Jun;16;3550
Online;Prestige Cosmeticos;Skincare;BC Hands;2023;Oct;22;4700
Online;Prestige Cosmeticos;Skincare;Mixed Sun;2023;Jan;27;7539
Online;Prestige Cosmeticos;Skincare;Mixed Sun;2023;Jun;23;6550
B&M;Sisley;Make Up;Concealer;2021;Feb;44;25058
B&M;Sisley;Make Up;Powders;2021;Nov;61;31291
B&M;Sisley;Make Up;Primer;2021;Jul;16;8890
B&M;Sisley;Make Up;Highlighter;2021;Dec;38;14968
B&M;Sisley;Make Up;Lipstick;2021;Dec;157;47635
B&M;Sisley;Make Up;Lipstick;2021;Aug;113;31093
B&M;Sisley;Skincare;Pores / Matifier;2021;Nov;13;13172
B&M;Sisley;Skincare;Whitening/dark spots;2021;Nov;20;14991
B&M;Sisley;Skincare;Tonics/astringent;2021;Aug;38;31221
B&M;Sisley;Skincare;BC Hands;2021;Jun;20;18186
B&M;Sisley;Skincare;BC Hands;2021;Oct;27;20537
B&M;Sisley;Skincare;BC others;2021;Nov;12;12096
B&M;Sisley;Make Up;Blush;2022;Feb;66;32293
B&M;Sisley;Make Up;Bronzers;2022;May;14;10291
B&M;Sisley;Make Up;Blush;2022;Apr;94;46792
B&M;Sisley;Make Up;Primer;2022;Oct;21;13365
B&M;Sisley;Make Up;Mixed eyes;2022;Jul;34;11521
B&M;Sisley;Make Up;Eye Shadow;2022;Jun;42;11906
B&M;Sisley;Make Up;Brows;2022;Nov;59;19819
B&M;Sisley;Make Up;Mascaras;2022;Jan;59;25554
B&M;Sisley;Make Up;Lip liner;2022;Apr;38;14739
B&M;Sisley;Skincare;Neck;2022;Aug;13;18455
B&M;Sisley;Skincare;Other care;2022;Apr;18;13299
B&M;Sisley;Skincare;Moisturizing;2022;Jul;51;61891
B&M;Sisley;Skincare;Other care;2022;Jul;24;23347
B&M;Sisley;Skincare;Pores / Matifier;2022;Nov;12;10229
B&M;Sisley;Skincare;Scrubs;2022;May;13;9428
B&M;Sisley;Skincare;Scrubs;2022;Oct;15;12030
B&M;Sisley;Skincare;Scrubs;2022;Dec;16;11574
B&M;Sisley;Skincare;BC Hands;2022;Jun;21;18265
B&M;Sisley;Skincare;BC Moisturizer;2022;Sep;46;64832
B&M;Sisley;Make Up;Blush;2023;Feb;62;34927
B&M;Sisley;Make Up;Blush;2023;Sep;73;40017
B&M;Sisley;Make Up;Bronzers;2023;Dec;12;9385
B&M;Sisley;Make Up;Eye Shadow;2023;Sep;36;12512
B&M;Sisley;Make Up;Eye liner;2023;Mar;51;19515
B&M;Sisley;Make Up;Eye Shadow;2023;Nov;51;14425
B&M;Sisley;Make Up;Mascaras;2023;Dec;51;23117
B&M;Sisley;Make Up;Eye liner;2023;Feb;65;26587
B&M;Sisley;Make Up;Eye liner;2023;Dec;69;29377
B&M;Sisley;Make Up;Lip Gloss;2023;Sep;52;15839
B&M;Sisley;Skincare;Whitening/dark spots;2023;Nov;13;38071
B&M;Sisley;Skincare;Other care;2023;Jun;25;25445
B&M;Sisley;Skincare;Other care;2023;Nov;26;18094
B&M;Sisley;Skincare;Lips;2023;Jan;22;8431
B&M;Sisley;Skincare;BC Hands;2023;Feb;13;10721
B&M;Sisley;Skincare;BC Moisturizer;2023;Jul;49;50057
B&M;Sisley;Skincare;BC Firming;2023;Oct;16;31948
B&M;Sisley;Skincare;BC others;2023;May;12;11001
Online;Sisley;Make Up;Mixed eyes;2021;Nov;27;5316
Online;Sisley;Make Up;Lipstick;2021;Nov;85;12452
Online;Sisley;Skincare;Eyes care;2021;Sep;28;34223
Online;Sisley;Skincare;Age Specialists;2021;Oct;38;58881
Online;Sisley;Skincare;BC Hands;2022;Dec;17;10831
Online;Sisley;Make Up;Mixed eyes;2023;Apr;14;2211
Online;Sisley;Skincare;BC Hands;2023;Nov;18;12341
B&M;Amyris;Skincare;Mixed Skincare;2021;Nov;12;3403
B&M;Amyris;Skincare;BC Hands;2021;Jun;22;3278
B&M;Amyris;Skincare;Scrubs;2022;Nov;12;3169
B&M;Amyris;Skincare;Scrubs;2022;Dec;12;2798
B&M;Amyris;Skincare;Mixed Sun;2023;Sep;12;815
Online;Amyris;Skincare;BC others;2021;Dec;22;4863
Online;Amyris;Skincare;Scrubs;2022;Jun;12;3462
B&M;Universe S.A;Skincare;Detox;2021;Feb;12;1668
B&M;Universe S.A;Skincare;Skincare Accessories;2021;Apr;149;86304
B&M;Universe S.A;Skincare;Age Specialists;2022;May;28;4042
B&M;Universe S.A;Skincare;Moisturizing;2022;Dec;46;4836
B&M;Universe S.A;Skincare;Age Specialists;2023;Jan;21;1997
Online;Universe S.A;Skincare;Detox;2021;May;12;1583
Online;Universe S.A;Skincare;Detox;2021;Jul;12;1566
Online;Universe S.A;Skincare;Eyes care;2021;Oct;12;1609
Online;Universe S.A;Skincare;Eyes care;2022;Feb;12;1655
Online;Universe S.A;Skincare;Eyes care;2022;Apr;12;1543
Online;Universe S.A;Skincare;Eyes care;2022;Jun;12;1310
Online;Universe S.A;Skincare;Face cleansers;2022;Aug;38;15146
Online;Universe S.A;Skincare;Brightness;2023;Jan;12;1429
Online;Universe S.A;Skincare;Moisturizing;2023;Jul;43;5589
Online;Universe S.A;Skincare;Skincare Accessories;2023;Dec;116;93221
B&M;Other Companies;Make Up;Foundations;2021;Apr;76;9312
B&M;Other Companies;Skincare;Other care;2022;Aug;12;2808
Online;Other Companies;Make Up;Setting Spray;2021;Oct;13;2260
Online;Other Companies;Make Up;Lipstick;2021;Sep;14;1006
Online;Other Companies;Make Up;Mixed Make up;2022;Jul;19;3475
Online;Other Companies;Skincare;Detox;2021;Dec;12;2067
Online;Other Companies;Skincare;Moisturizing;2022;Jan;12;1796
Online;Other Companies;Skincare;Moisturizing;2022;Apr;13;1952
Online;Other Companies;Skincare;Eyes care;2022;Jun;12;3185
Online;Other Companies;Skincare;Face cleansers;2022;Apr;13;934
Online;Other Companies;Skincare;Face cleansers;2022;Jun;14;1263
Online;Other Companies;Skincare;Brightness;2023;Apr;12;1714
Online;Other Companies;Skincare;Whitening/dark spots;2023;Nov;12;1633
Online;Other Companies;Skincare;Mixed Sun;2023;Mar;12;3277
B&M;Exi Exportação e Importação;Skincare;Face cleansers;2021;Mar;31;5905
B&M;Exi Exportação e Importação;Skincare;Tonics/astringent;2021;May;12;1989
B&M;Exi Exportação e Importação;Skincare;Tonics/astringent;2021;Jun;12;2031
B&M;Exi Exportação e Importação;Skincare;Tonics/astringent;2021;Aug;12;2040
B&M;Exi Exportação e Importação;Skincare;Tonics/astringent;2021;Oct;12;1998
B&M;Exi Exportação e Importação;Skincare;Age Specialists;2023;Dec;15;3373
B&M;Exi Exportação e Importação;Skincare;Tonics/astringent;2023;Oct;13;2924
Online;Exi Exportação e Importação;Skincare;Age Specialists;2022;Nov;12;2229
Online;Exi Exportação e Importação;Skincare;Moisturizing;2023;Apr;12;832
Online;Exi Exportação e Importação;Skincare;Moisturizing;2023;Aug;14;1393
Online;Exi Exportação e Importação;Skincare;Age Specialists;2023;Sep;15;3299
Online;Niclos Comercial;Skincare;Eyes care;2021;Dec;12;3013
Online;Niclos Comercial;Skincare;Multibenefit;2021;Mar;23;3073
Online;Niclos Comercial;Skincare;Multibenefit;2021;Oct;26;3611
Online;Niclos Comercial;Skincare;Acne Treatment;2021;Apr;13;1438
Online;Niclos Comercial;Skincare;Mixed Skincare;2021;May;12;3339
Online;Niclos Comercial;Skincare;Scrubs;2021;Jul;14;1405
Online;Niclos Comercial;Skincare;BC Firming;2021;Nov;21;3308
Online;Niclos Comercial;Skincare;BC Moisturizer;2021;Feb;12;1043
Online;Niclos Comercial;Skincare;Whitening/dark spots;2022;May;12;2895
Online;Niclos Comercial;Skincare;Multibenefit;2022;Apr;34;4782
Online;Niclos Comercial;Skincare;Acne Treatment;2022;Oct;19;2122
Online;Niclos Comercial;Skincare;Moisturizing;2022;Aug;22;4062
Online;Niclos Comercial;Skincare;Face cleansers;2022;Apr;19;2391
Online;Niclos Comercial;Skincare;Tonics/astringent;2022;Mar;16;2165
Online;Niclos Comercial;Skincare;Tonics/astringent;2022;Oct;16;2183
Online;Niclos Comercial;Skincare;Tonics/astringent;2022;Dec;13;1785
Online;Niclos Comercial;Make Up;Powders;2023;Jun;18;1355
Online;Niclos Comercial;Skincare;Whitening/dark spots;2023;Feb;12;3453
Online;Niclos Comercial;Skincare;Whitening/dark spots;2023;Mar;12;3321
Online;Niclos Comercial;Skincare;Multibenefit;2023;Dec;25;3689
Online;Niclos Comercial;Skincare;Other care;2023;Jul;17;1912
Online;Niclos Comercial;Skincare;Face cleansers;2023;Apr;21;3018
Online;Niclos Comercial;Skincare;Face cleansers;2023;Jul;29;6138
Online;Niclos Comercial;Skincare;Face cleansers;2023;Aug;35;5966
Online;Niclos Comercial;Skincare;BC Firming;2023;Oct;14;2255
B&M;Galia Prime Care;Skincare;Age Specialists;2022;Jul;15;5040
B&M;Galia Prime Care;Skincare;Brightness;2023;Feb;12;2760
B&M;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Oct;15;618
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC others;2022;Dec;18;674
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Mar;12;318
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2022;Apr;12;337
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2023;Jan;12;330
Online;Aeger Comercial e Importaczo Ltda;Skincare;BC Hands;2023;Jun;12;333
Online;LMG Lasers;Skincare;Age Specialists;2021;Apr;12;325
Online;Oito Brasil;Skincare;BC others;2021;Feb;12;978
B&M;Laboratoires Osma;Skincare;BC Deodorant;2022;Feb;12;753
B&M;Laboratoires Osma;Skincare;BC Deodorant;2022;Oct;13;1101
B&M;Puig Brasil;Make Up;Powders;2021;May;27;5676
B&M;Puig Brasil;Make Up;Highlighter;2021;Aug;11;2562
B&M;Puig Brasil;Make Up;Highlighter;2022;Jan;11;2562
B&M;Puig Brasil;Make Up;Powders;2022;Feb;33;7685
Online;Puig Brasil;Make Up;Lipstick;2021;Aug;97;12631
Online;Puig Brasil;Make Up;Highlighter;2022;Sep;11;2503
Online;Puig Brasil;Make Up;Lipstick;2023;Mar;202;33502
B&M;L'Oréal Brasil;Make Up;Blush;2021;Feb;53;17009
B&M;L'Oréal Brasil;Make Up;Primer;2021;Mar;11;2688
B&M;L'Oréal Brasil;Skincare;BC others;2021;Jun;11;2610
B&M;L'Oréal Brasil;Make Up;Plumpers;2022;Dec;25;3168
B&M;L'Oréal Brasil;Skincare;Pores / Matifier;2022;Jan;17;4538
B&M;L'Oréal Brasil;Skincare;Pores / Matifier;2023;Jun;11;4096
B&M;L'Oréal Brasil;Skincare;BC others;2023;Dec;11;3595
B&M;L'Oréal Brasil;Skincare;Sun block high protection/High;2023;Dec;12;1141
Online;L'Oréal Brasil;Make Up;Eye Shadow;2021;May;66;17223
Online;L'Oréal Brasil;Make Up;Eye Shadow;2021;Sep;21;6748
Online;L'Oréal Brasil;Make Up;Brows;2021;Jun;28;4909
Online;L'Oréal Brasil;Make Up;Blush;2022;Apr;52;15503
Online;L'Oréal Brasil;Make Up;Blush;2022;Jun;30;9417
Online;L'Oréal Brasil;Make Up;Lip Gloss;2022;Jul;18;2336
Online;L'Oréal Brasil;Make Up;Lip Gloss;2022;Mar;62;6969
Online;L'Oréal Brasil;Make Up;Primer;2023;Mar;18;5567
Online;L'Oréal Brasil;Make Up;Eye Shadow;2023;Sep;43;14318
Online;L'Oréal Brasil;Skincare;Pores / Matifier;2023;Dec;11;3479
B&M;LVMH Brasil;Make Up;Eye primer;2021;Mar;17;3071
B&M;LVMH Brasil;Skincare;Sun block low/mid protection;2021;Mar;12;3002
B&M;LVMH Brasil;Skincare;Sun block low/mid protection;2021;Sep;13;3022
B&M;LVMH Brasil;Skincare;After sun;2021;Aug;12;2327
B&M;LVMH Brasil;Skincare;Mixed Skincare;2022;Aug;13;20114
B&M;LVMH Brasil;Skincare;Scrubs;2022;Jan;12;9416
B&M;LVMH Brasil;Skincare;Skincare Accessories;2022;Aug;11;9159
B&M;LVMH Brasil;Skincare;Skincare Accessories;2022;Dec;11;9369
B&M;LVMH Brasil;Skincare;After sun;2022;Jul;15;3872
B&M;LVMH Brasil;Skincare;After sun;2022;Aug;11;2836
B&M;LVMH Brasil;Skincare;After sun;2022;Sep;11;2915
B&M;LVMH Brasil;Skincare;After sun;2022;Oct;11;2875
B&M;LVMH Brasil;Skincare;Other care;2023;Jan;25;27198
B&M;LVMH Brasil;Skincare;Redness;2023;Jun;11;5213
B&M;LVMH Brasil;Skincare;BC Hands;2023;Feb;13;6248
B&M;LVMH Brasil;Skincare;BC Hands;2023;Apr;20;7457
B&M;LVMH Brasil;Skincare;BC Hands;2023;Nov;22;7122
B&M;LVMH Brasil;Skincare;Skincare Accessories;2023;Feb;11;9187
B&M;LVMH Brasil;Skincare;Self Tanner;2023;May;20;7424
B&M;LVMH Brasil;Skincare;Self Tanner;2023;Sep;16;6706
B&M;LVMH Brasil;Skincare;Whitening/dark spots;2021;Oct;13;7391
B&M;LVMH Brasil;Skincare;Tonics/astringent;2021;Apr;20;4163
B&M;LVMH Brasil;Skincare;Lips;2023;May;20;3628
B&M;LVMH Brasil;Skincare;Tonics/astringent;2023;Aug;18;7227
B&M;LVMH Brasil;Make Up;Eye primer;2022;Oct;23;4019
B&M;LVMH Brasil;Skincare;Acne Treatment;2021;Jun;11;1815
B&M;LVMH Brasil;Skincare;Eyes cleansers;2021;Aug;15;2987
B&M;LVMH Brasil;Skincare;Other care;2022;Oct;22;7638
B&M;LVMH Brasil;Skincare;Acne Treatment;2022;May;11;2007
B&M;LVMH Brasil;Skincare;Acne Treatment;2022;Oct;11;2090
B&M;LVMH Brasil;Skincare;Eyes cleansers;2022;Dec;11;3092
B&M;LVMH Brasil;Skincare;Acne Treatment;2023;May;11;2247
B&M;LVMH Brasil;Skincare;Eyes cleansers;2023;Feb;11;3399
B&M;LVMH Brasil;Skincare;Eyes cleansers;2023;Mar;11;2997
B&M;LVMH Brasil;Skincare;BC Hands;2023;Jun;19;6807
B&M;LVMH Brasil;Skincare;BC Hands;2023;Oct;20;6867
B&M;LVMH Brasil;Skincare;Sun block high protection/High;2023;Oct;20;7401
B&M;LVMH Brasil;Skincare;Sun block high protection/High;2023;Nov;16;5897
Online;LVMH Brasil;Make Up;Eye Shadow;2021;Jun;132;40411
Online;LVMH Brasil;Make Up;Mixed eyes;2021;Mar;11;3289
Online;LVMH Brasil;Skincare;Pores / Matifier;2021;Feb;12;5524
Online;LVMH Brasil;Skincare;Redness;2021;Sep;11;5612
Online;LVMH Brasil;Skincare;Sun block low/mid protection;2021;Mar;11;2918
Online;LVMH Brasil;Skincare;After sun;2021;Sep;11;2643
Online;LVMH Brasil;Make Up;Lip liner;2022;Aug;54;9679
Online;LVMH Brasil;Skincare;Redness;2022;May;11;6154
Online;LVMH Brasil;Skincare;Self Tanner;2022;Feb;16;5535
Online;LVMH Brasil;Skincare;Self Tanner;2022;Mar;21;7813
Online;LVMH Brasil;Skincare;Mixed Sun;2022;Jul;29;10309
Online;LVMH Brasil;Make Up;Lip liner;2023;Jan;48;8353
Online;LVMH Brasil;Skincare;Redness;2023;May;11;5637
Online;LVMH Brasil;Skincare;Redness;2023;Sep;11;5709
Online;LVMH Brasil;Skincare;Self Tanner;2023;Apr;22;9228
Online;LVMH Brasil;Skincare;Self Tanner;2023;May;13;4343
Online;LVMH Brasil;Skincare;After sun;2023;Aug;12;3573
Online;LVMH Brasil;Skincare;After sun;2023;Sep;11;3229
Online;LVMH Brasil;Skincare;Whitening/dark spots;2021;Feb;11;2189
Online;LVMH Brasil;Skincare;Whitening/dark spots;2021;Dec;11;2163
Online;LVMH Brasil;Skincare;Lips;2021;Nov;22;3240
Online;LVMH Brasil;Skincare;Tonics/astringent;2022;Jul;22;7390
Online;LVMH Brasil;Skincare;Other care;2023;Mar;20;8320
Online;LVMH Brasil;Make Up;Mixed face;2022;Apr;16;4482
Online;LVMH Brasil;Skincare;Mixed Skincare;2023;Oct;22;13469
Online;LVMH Brasil;Make Up;Eye Shadow;2021;Feb;104;28982
Online;LVMH Brasil;Skincare;Pores / Matifier;2021;Oct;18;5099
Online;LVMH Brasil;Skincare;Lips;2021;Jun;19;3183
Online;LVMH Brasil;Skincare;Lips;2021;Aug;17;2864
Online;LVMH Brasil;Skincare;Lips;2021;Dec;21;3081
Online;LVMH Brasil;Make Up;Eye primer;2022;Feb;17;2565
Online;LVMH Brasil;Skincare;Other care;2023;Sep;33;7228
Online;LVMH Brasil;Skincare;Acne Treatment;2023;Jun;11;2007
Online;LVMH Brasil;Skincare;Mixed Sun;2023;Jul;38;14773
Online;LVMH Brasil;Skincare;Sun block high protection/High;2023;Oct;11;5049
B&M;Estée Lauder Brasil;Make Up;Mixed face;2021;Mar;15;4080
B&M;Estée Lauder Brasil;Skincare;Brightness;2021;Mar;12;2476
B&M;Estée Lauder Brasil;Skincare;BC others;2023;Jan;11;7920
B&M;Estée Lauder Brasil;Skincare;Redness;2021;Apr;33;15513
B&M;Estée Lauder Brasil;Skincare;Scrubs;2021;Sep;28;8205
B&M;Estée Lauder Brasil;Skincare;BC Hands;2021;Feb;32;8170
B&M;Estée Lauder Brasil;Skincare;MC Moisturizers;2021;Apr;31;7838
B&M;Estée Lauder Brasil;Skincare;MC Age Specialist;2021;Jun;11;3619
B&M;Estée Lauder Brasil;Skincare;Redness;2022;Feb;12;6065
B&M;Estée Lauder Brasil;Skincare;BC Hands;2022;Oct;17;6705
B&M;Estée Lauder Brasil;Skincare;MC Shave;2022;Feb;22;3925
B&M;Estée Lauder Brasil;Skincare;MC Moisturizers;2022;Feb;19;3033
B&M;Estée Lauder Brasil;Skincare;MC Moisturizers;2022;Jun;12;3245
B&M;Estée Lauder Brasil;Skincare;MC Age Specialist;2022;Feb;11;4169
B&M;Estée Lauder Brasil;Skincare;Other care;2023;Apr;11;1248
B&M;Estée Lauder Brasil;Skincare;Scrubs;2023;Jan;26;10440
B&M;Estée Lauder Brasil;Skincare;Scrubs;2023;Jun;27;9557
B&M;Estée Lauder Brasil;Skincare;MC Moisturizers;2023;May;11;3488
B&M;Estée Lauder Brasil;Make Up;Mixed lips;2021;Mar;28;5537
B&M;Estée Lauder Brasil;Skincare;BC Moisturizer;2021;Sep;17;29362
B&M;Estée Lauder Brasil;Skincare;BC Firming;2021;Nov;11;15400
B&M;Estée Lauder Brasil;Skincare;Neck;2022;Dec;11;22411
B&M;Estée Lauder Brasil;Skincare;BC Moisturizer;2022;Jan;18;28720
B&M;Estée Lauder Brasil;Skincare;Mixed Skincare;2023;Oct;37;71491
Online;Estée Lauder Brasil;Make Up;Eye primer;2021;Jun;32;4093
Online;Estée Lauder Brasil;Skincare;Skincare Accessories;2023;Dec;11;2957
Online;Estée Lauder Brasil;Skincare;Scrubs;2021;Sep;24;5161
Online;Estée Lauder Brasil;Skincare;MC Eyes;2021;Sep;11;2789
Online;Estée Lauder Brasil;Skincare;MC Eyes;2021;Dec;11;2744
Online;Estée Lauder Brasil;Skincare;Whitening/dark spots;2022;Jun;19;11053
Online;Estée Lauder Brasil;Skincare;Scrubs;2022;Sep;21;5855
Online;Estée Lauder Brasil;Skincare;BC Hands;2022;Feb;15;2833
Online;Estée Lauder Brasil;Skincare;BC Deodorant;2022;Oct;11;1773
Online;Estée Lauder Brasil;Skincare;MC Shave;2022;Jun;11;2750
Online;Estée Lauder Brasil;Skincare;MC Age Specialist;2022;May;11;4583
Online;Estée Lauder Brasil;Skincare;Other care;2023;Apr;11;1220
Online;Estée Lauder Brasil;Skincare;Pores / Matifier;2023;Sep;24;7805
Online;Estée Lauder Brasil;Skincare;MC Body;2023;Apr;24;4384
Online;Estée Lauder Brasil;Skincare;Mixed Skincare;2023;Jun;19;14628
Online;Estée Lauder Brasil;Skincare;Mixed Skincare;2023;Jul;23;17297
B&M;Other exclusives;Make Up;Eye primer;2021;Mar;23;3310
B&M;Other exclusives;Make Up;Plumpers;2021;Sep;16;1032
B&M;Other exclusives;Make Up;Lip liner;2021;Mar;18;1801
B&M;Other exclusives;Skincare;Multibenefit;2021;Jan;11;2739
Online;Other exclusives;Make Up;Eye primer;2021;Aug;26;3641
Online;Other exclusives;Make Up;Plumpers;2021;Mar;32;4082
Online;Other exclusives;Make Up;Lip liner;2021;Feb;18;2128
Online;Other exclusives;Skincare;Multibenefit;2021;Feb;11;2724
Online;Other exclusives;Skincare;Pores / Matifier;2021;Jan;11;2029
Online;Other exclusives;Skincare;Sun block high protection/High;2021;Sep;11;1754
Online;Other exclusives;Make Up;Eye primer;2022;Jan;27;3624
Online;Other exclusives;Skincare;Pores / Matifier;2022;Feb;23;5009
Online;Other exclusives;Skincare;Pores / Matifier;2022;Aug;30;6465
Online;Other exclusives;Skincare;BC Hands;2022;Jun;17;1712
Online;Other exclusives;Skincare;Body care Set;2022;Jan;11;1164
Online;Other exclusives;Skincare;BC Feet;2022;Dec;11;1890
Online;Other exclusives;Make Up;Mixed eyes;2023;Oct;18;3213
Online;Other exclusives;Skincare;Sun block low/mid protection;2023;Feb;19;5628
B&M;Shiseido Brasil;Make Up;Mixed lips;2021;Apr;32;5081
B&M;Shiseido Brasil;Skincare;Neck;2021;Mar;12;6372
B&M;Shiseido Brasil;Skincare;Lips;2021;Apr;31;6454
B&M;Shiseido Brasil;Skincare;Lips;2021;May;29;6426
B&M;Shiseido Brasil;Skincare;Scrubs;2021;Mar;11;2528
B&M;Shiseido Brasil;Skincare;BC Firming;2021;Mar;24;13532
B&M;Shiseido Brasil;Skincare;BC Firming;2021;Jun;27;15471
B&M;Shiseido Brasil;Skincare;BC Firming;2021;Nov;31;20723
B&M;Shiseido Brasil;Skincare;MC Age Specialist;2021;Oct;26;10536
B&M;Shiseido Brasil;Skincare;MC Age Specialist;2021;Nov;19;7827
B&M;Shiseido Brasil;Skincare;MC Shave;2021;Dec;11;2169
B&M;Shiseido Brasil;Skincare;Eyes cleansers;2022;Mar;11;1895
B&M;Shiseido Brasil;Skincare;BC Firming;2022;Oct;15;14285
B&M;Shiseido Brasil;Skincare;BC Firming;2022;Jan;24;17258
B&M;Shiseido Brasil;Skincare;MC Shave;2022;Sep;11;2128
B&M;Shiseido Brasil;Skincare;Acne Treatment;2023;Aug;11;2785
B&M;Shiseido Brasil;Skincare;Eyes cleansers;2023;Mar;11;2300
B&M;Shiseido Brasil;Skincare;Eyes cleansers;2023;May;11;2402
B&M;Shiseido Brasil;Skincare;Eyes cleansers;2023;Oct;11;2565
B&M;Shiseido Brasil;Skincare;MC Age Specialist;2023;Oct;27;8995
B&M;Shiseido Brasil;Make Up;Highlighter;2021;Apr;27;5142
Online;Shiseido Brasil;Make Up;Brows;2021;Dec;18;3073
Online;Shiseido Brasil;Skincare;Neck;2021;Mar;18;10195
Online;Shiseido Brasil;Skincare;Eyes cleansers;2021;Nov;11;2001
Online;Shiseido Brasil;Skincare;BC Firming;2021;Feb;23;12412
Online;Shiseido Brasil;Skincare;BC Firming;2021;Oct;15;6151
Online;Shiseido Brasil;Skincare;MC Moisturizers;2021;Sep;15;4186
Online;Shiseido Brasil;Skincare;MC Moisturizers;2021;Dec;11;3244
Online;Shiseido Brasil;Skincare;MC Moisturizers;2021;Mar;15;4203
Online;Shiseido Brasil;Make Up;Mixed eyes;2022;Apr;64;10557
Online;Shiseido Brasil;Make Up;Brows;2022;Apr;20;3355
Online;Shiseido Brasil;Make Up;Mixed lips;2022;Jul;48;7221
Online;Shiseido Brasil;Make Up;Mixed lips;2022;Mar;56;8086
Online;Shiseido Brasil;Make Up;Mixed lips;2022;Jun;60;8806
Online;Shiseido Brasil;Skincare;Lips;2022;Feb;13;2470
Online;Shiseido Brasil;Skincare;Eyes cleansers;2022;Mar;11;2121
Online;Shiseido Brasil;Skincare;Eyes cleansers;2022;Sep;11;2141
Online;Shiseido Brasil;Skincare;Eyes cleansers;2022;Nov;11;1885
Online;Shiseido Brasil;Skincare;MC Moisturizers;2022;Apr;11;3272
Online;Shiseido Brasil;Skincare;MC Cleansers;2022;Dec;18;3646
Online;Shiseido Brasil;Skincare;MC Eyes;2022;Aug;14;4023
Online;Shiseido Brasil;Skincare;MC Age Specialist;2022;Jan;18;7252
Online;Shiseido Brasil;Make Up;Highlighter;2023;Jun;16;3661
Online;Shiseido Brasil;Make Up;Mixed lips;2023;Sep;54;8925
Online;Shiseido Brasil;Make Up;Mixed lips;2023;Oct;35;6042
Online;Shiseido Brasil;Make Up;Mixed lips;2023;Dec;44;6309
Online;Shiseido Brasil;Skincare;Mixed Skincare;2023;Jul;18;8441
Online;Shiseido Brasil;Skincare;Eyes cleansers;2023;Aug;11;2511
Online;Shiseido Brasil;Make Up;Primer;2021;Mar;41;9314
Online;Shiseido Brasil;Make Up;Lip Gloss;2022;Feb;36;4174
Online;Shiseido Brasil;Make Up;Lip liner;2023;Jul;26;3896
Online;Shiseido Brasil;Make Up;Lip liner;2023;Sep;34;4579
Online;Shiseido Brasil;Make Up;Mixed lips;2023;Jun;40;7285
B&M;Prestige Cosmeticos;Make Up;Foundations;2021;Oct;148;55300
B&M;Prestige Cosmeticos;Make Up;Blush;2021;Sep;27;8352
B&M;Prestige Cosmeticos;Make Up;Lipstick;2021;Aug;70;13853
B&M;Prestige Cosmeticos;Make Up;Mixed Make up;2021;Jun;15;4827
B&M;Prestige Cosmeticos;Skincare;Brightness;2021;Feb;36;34182
B&M;Prestige Cosmeticos;Skincare;Other care;2021;Oct;15;7254
B&M;Prestige Cosmeticos;Skincare;Lips;2021;Jan;12;2159
B&M;Prestige Cosmeticos;Skincare;Eyes cleansers;2021;Mar;11;2409
B&M;Prestige Cosmeticos;Skincare;Scrubs;2021;Apr;28;6953
B&M;Prestige Cosmeticos;Skincare;BC Reductive;2021;Apr;37;16186
B&M;Prestige Cosmeticos;Skincare;BC Scrub;2021;May;21;6159
B&M;Prestige Cosmeticos;Skincare;Self Tanner;2021;Feb;11;3399
B&M;Prestige Cosmeticos;Skincare;MC Age Specialist;2021;May;20;8166
B&M;Prestige Cosmeticos;Skincare;MC Shave;2021;Feb;38;9745
B&M;Prestige Cosmeticos;Make Up;Concealer;2022;Oct;31;6751
B&M;Prestige Cosmeticos;Make Up;Concealer;2022;Sep;33;7283
B&M;Prestige Cosmeticos;Make Up;Highlighter;2022;Jan;11;1749
B&M;Prestige Cosmeticos;Make Up;Highlighter;2022;Feb;11;1733
B&M;Prestige Cosmeticos;Make Up;Eye liner;2022;Feb;24;4297
B&M;Prestige Cosmeticos;Make Up;Eye liner;2022;Aug;17;3841
B&M;Prestige Cosmeticos;Make Up;Brows;2022;Jun;44;6376
B&M;Prestige Cosmeticos;Make Up;Brows;2022;Feb;23;2557
B&M;Prestige Cosmeticos;Make Up;Lip Gloss;2022;Sep;96;15561
B&M;Prestige Cosmeticos;Make Up;Lipstick;2022;Jun;93;16936
B&M;Prestige Cosmeticos;Make Up;Lipstick;2022;Feb;84;15139
B&M;Prestige Cosmeticos;Make Up;Lipstick;2022;Jan;94;16560
B&M;Prestige Cosmeticos;Make Up;Lip Gloss;2022;Oct;108;19546
B&M;Prestige Cosmeticos;Make Up;Lipstick;2022;Aug;100;18028
B&M;Prestige Cosmeticos;Skincare;Neck;2022;Jul;19;11011
